value,label
297,0
296,0
298,0
301,0
301,0
302,0
302,0
301,0
300,0
298,0
299,0
298,0
298,0
298,0
296,0
294,0
295,0
294,0
295,0
296,0
294,0
293,0
291,0
293,0
293,0
289,0
289,0
291,0
291,0
293,0
292,0
292,0
291,0
289,0
289,0
289,0
288,0
289,0
291,0
293,0
291,0
289,0
289,0
291,0
291,0
291,0
292,0
289,0
291,0
291,0
291,0
291,0
291,0
292,0
292,0
294,0
294,0
295,0
295,0
294,0
294,0
295,0
295,0
294,0
291,0
293,0
292,0
293,0
292,0
293,0
295,0
292,0
291,0
288,0
289,0
289,0
289,0
291,0
291,0
289,0
289,0
292,0
292,0
291,0
291,0
289,0
292,0
293,0
292,0
291,0
292,0
292,0
292,0
292,0
292,0
292,0
294,0
294,0
293,0
293,0
293,0
292,0
291,0
291,0
291,0
288,0
288,0
287,0
285,0
287,0
288,0
288,0
288,0
288,0
289,0
293,0
295,0
295,0
295,0
294,0
294,0
295,0
296,0
298,0
300,0
300,0
303,0
304,0
307,0
307,0
308,0
310,0
311,0
312,0
313,0
316,0
318,0
318,0
319,0
320,0
320,0
323,0
320,0
316,0
316,0
313,0
310,0
309,0
307,0
305,0
303,0
302,0
300,0
298,0
296,0
297,0
296,0
298,0
296,0
295,0
295,0
300,0
300,0
300,0
301,0
299,0
300,0
297,0
295,0
296,0
295,0
295,0
294,0
296,0
295,0
295,0
293,0
293,0
293,0
293,0
293,0
295,0
295,0
295,0
294,0
294,0
295,0
295,0
295,0
292,0
291,0
289,0
289,0
289,0
289,0
291,0
291,0
289,0
288,0
287,0
285,0
285,0
286,0
284,0
284,0
284,0
286,0
286,0
285,0
286,0
286,0
288,0
286,0
288,0
288,0
288,0
289,0
291,0
291,0
289,0
289,0
288,0
288,0
288,0
286,0
285,0
288,0
287,0
285,0
284,0
284,0
285,0
284,0
286,0
286,0
286,0
287,0
286,0
288,0
285,0
288,0
291,0
279,0
271,0
262,0
254,0
245,0
236,0
230,0
223,0
214,0
206,0
200,0
194,0
187,0
180,0
173,0
167,0
162,0
159,0
154,0
151,0
146,0
141,0
138,0
134,0
132,0
130,0
130,0
129,0
128,0
130,0
132,0
131,0
128,0
128,0
133,0
138,0
138,0
137,0
136,0
139,0
138,0
136,0
131,0
130,0
129,0
127,0
126,0
123,0
121,0
119,0
119,0
117,0
115,0
115,0
112,0
112,0
112,0
109,0
109,0
108,0
107,0
104,0
103,0
105,0
105,0
103,0
102,0
101,0
99,0
99,0
100,0
99,0
100,0
98,0
98,0
98,0
97,0
97,0
97,0
95,0
95,0
97,0
97,0
97,0
98,0
99,0
101,0
100,0
100,0
100,0
101,0
98,0
95,0
97,0
100,0
103,0
105,0
107,0
109,0
110,0
112,0
115,0
115,0
115,0
112,0
112,0
112,0
112,0
112,0
112,0
110,0
109,0
106,0
105,0
105,0
103,0
100,0
99,0
98,0
97,0
95,0
95,0
95,0
94,0
92,0
92,0
92,0
92,0
91,0
91,0
91,0
92,0
94,0
94,0
92,0
92,0
95,0
95,0
95,0
97,0
98,0
98,0
98,0
98,0
101,0
98,0
100,0
99,0
99,0
99,0
98,0
98,0
98,0
95,0
94,0
92,0
92,0
92,0
94,0
92,0
91,0
94,0
94,0
92,0
94,0
94,0
95,0
94,0
92,0
92,0
92,0
94,0
94,0
95,0
94,0
92,0
92,0
92,0
92,0
97,0
101,0
106,0
105,0
103,0
105,0
104,0
102,0
101,0
99,0
99,0
99,0
98,0
95,0
98,0
100,0
101,0
100,0
100,0
101,0
102,0
105,0
105,0
106,0
105,0
105,0
105,0
106,0
107,0
106,0
106,0
106,0
105,0
105,0
104,0
102,0
103,0
102,0
101,0
98,0
98,0
100,0
98,0
98,0
98,0
97,0
98,0
98,0
98,0
99,0
99,0
99,0
97,0
95,0
97,0
95,0
95,0
95,0
95,0
95,0
101,0
105,0
109,0
109,0
109,0
109,0
108,0
107,0
106,0
105,0
101,0
102,0
100,0
99,0
98,0
98,0
98,0
97,0
94,0
94,0
92,0
92,0
94,0
94,0
92,0
92,0
92,0
91,0
92,0
91,0
91,0
92,0
91,0
90,0
91,0
91,0
91,0
92,0
92,0
94,0
92,0
91,0
89,0
90,0
89,0
88,0
88,0
88,0
89,0
92,0
92,0
92,0
92,0
92,0
92,0
91,0
91,0
92,0
94,0
92,0
95,0
101,0
109,0
110,0
111,0
112,0
112,0
112,0
114,0
115,0
115,0
112,0
112,0
112,0
110,0
111,0
111,0
109,0
106,0
109,0
109,0
108,0
107,0
105,0
104,0
102,0
101,0
99,0
99,0
100,0
101,0
101,0
99,0
98,0
98,0
98,0
97,0
95,0
94,0
92,0
92,0
91,0
92,0
91,0
91,0
91,0
92,0
92,0
92,0
94,0
92,0
91,0
91,0
90,0
88,0
91,0
91,0
88,0
89,0
88,0
91,0
98,0
105,0
103,0
102,0
102,0
102,0
102,0
98,0
98,0
98,0
98,0
98,0
98,0
97,0
95,0
95,0
95,0
95,0
92,0
91,0
91,0
91,0
91,0
90,0
92,0
91,0
91,0
90,0
91,0
92,0
91,0
89,0
89,0
88,0
89,0
88,0
88,0
86,0
85,0
85,0
85,0
85,0
85,0
86,0
87,0
86,0
84,0
88,0
89,0
89,0
90,0
89,0
91,0
92,0
95,0
92,0
91,0
91,0
91,0
91,0
91,0
91,0
92,0
92,0
91,0
94,0
92,0
92,0
92,0
90,0
89,0
89,0
88,0
88,0
86,0
85,0
87,0
88,0
91,0
95,0
95,0
97,0
99,0
100,0
99,0
101,0
102,0
102,0
103,0
103,0
102,0
104,0
102,0
100,0
99,0
98,0
100,0
100,0
100,0
99,0
99,0
99,0
100,0
102,0
102,0
100,0
98,0
99,0
99,0
99,0
97,0
95,0
97,0
95,0
98,0
97,0
98,0
95,0
95,0
92,0
92,0
95,0
95,0
94,0
91,0
92,0
91,0
92,0
92,0
91,0
91,0
90,0
88,0
88,0
88,0
88,0
90,0
91,0
92,0
91,0
92,0
94,0
92,0
92,0
92,0
91,0
92,0
92,0
95,0
95,0
95,0
95,0
94,0
95,0
95,0
95,0
94,0
92,0
92,0
95,0
95,0
95,0
95,0
95,0
92,0
92,0
91,0
90,0
91,0
92,0
91,0
91,0
89,0
91,0
91,0
91,0
90,0
91,0
91,0
91,0
91,0
91,0
90,0
89,0
90,0
89,0
89,0
90,0
90,0
91,0
88,0
89,0
90,0
92,0
92,0
91,0
92,0
91,0
91,0
90,0
89,0
90,0
89,0
91,0
91,0
91,0
91,0
90,0
91,0
92,0
92,0
92,0
91,0
92,0
92,0
92,0
92,0
91,0
91,0
91,0
91,0
95,0
95,0
98,0
101,0
102,0
105,0
109,0
110,0
112,0
111,0
109,0
110,0
109,0
109,0
108,0
109,0
110,0
109,0
107,0
106,0
105,0
104,0
101,0
101,0
99,0
98,0
98,0
95,0
95,0
94,0
92,0
92,0
92,0
92,0
92,0
92,0
94,0
95,0
95,0
94,0
92,0
91,0
92,0
95,0
97,0
95,0
95,0
98,0
100,0
99,0
99,0
99,0
99,0
99,0
98,0
97,0
98,0
98,0
99,0
100,0
98,0
99,0
98,0
98,0
97,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
97,0
97,0
95,0
94,0
92,0
91,0
91,0
91,0
92,0
91,0
92,0
94,0
98,0
100,0
102,0
102,0
104,0
107,0
111,0
111,0
112,0
114,0
115,0
112,0
112,0
111,0
109,0
106,0
106,0
105,0
106,0
106,0
104,0
102,0
102,0
102,0
102,0
100,0
102,0
102,0
99,0
100,0
100,0
99,0
97,0
98,0
101,0
101,0
99,0
100,0
102,0
99,0
101,0
102,0
105,0
104,0
105,0
105,0
105,0
104,0
103,0
104,0
105,0
105,0
106,0
107,0
109,0
109,0
112,0
114,0
112,0
114,0
114,0
112,0
112,0
112,0
111,0
112,0
110,0
109,0
107,0
109,0
108,0
107,0
105,0
105,0
103,0
103,0
103,0
102,0
99,0
98,0
98,0
100,0
100,0
98,0
99,0
99,0
98,0
101,0
100,0
102,0
102,0
99,0
97,0
95,0
95,0
98,0
100,0
104,0
105,0
108,0
109,0
109,0
111,0
111,0
109,0
106,0
105,0
103,0
102,0
100,0
98,0
98,0
98,0
98,0
97,0
98,0
98,0
100,0
100,0
98,0
98,0
98,0
98,0
98,0
98,0
95,0
97,0
98,0
95,0
98,0
98,0
98,0
98,0
95,0
97,0
95,0
95,0
95,0
106,0
119,0
129,0
139,0
148,0
157,0
168,0
177,0
184,0
190,0
195,0
202,0
208,0
211,0
214,0
220,0
227,0
231,0
236,0
238,0
238,0
242,0
244,0
245,0
248,0
252,0
254,0
256,0
259,0
262,0
264,0
266,0
266,0
266,0
269,0
271,0
272,0
272,0
273,0
273,0
273,0
273,0
273,0
273,0
273,0
273,0
273,0
274,0
274,0
274,0
273,0
276,0
276,0
277,0
277,0
279,0
279,0
282,0
282,0
286,0
289,0
291,0
294,0
296,0
297,0
297,0
298,0
298,0
300,0
302,0
302,0
300,0
301,0
302,0
301,0
300,0
298,0
293,0
295,0
295,0
297,0
298,0
298,0
297,0
291,0
289,0
288,0
284,0
282,0
282,0
279,0
277,0
277,0
275,0
273,0
270,0
265,0
263,0
262,0
259,0
258,0
257,0
258,0
254,0
253,0
252,0
250,0
248,0
247,0
245,0
244,0
246,0
243,0
243,0
243,0
242,0
240,0
240,0
241,0
241,0
238,0
240,0
240,0
238,0
238,0
238,0
236,0
237,0
240,0
245,0
248,0
250,0
254,0
259,0
261,0
262,0
266,0
266,0
266,0
269,0
269,0
265,0
265,0
260,0
260,0
259,0
254,0
254,0
253,0
252,0
250,0
248,0
246,0
245,0
242,0
242,0
241,0
241,0
241,0
239,0
240,0
238,0
238,0
239,0
242,0
246,0
248,0
250,0
252,0
253,0
253,0
253,0
257,0
259,0
259,0
258,0
256,0
253,0
253,0
253,0
252,0
252,0
252,0
253,0
254,0
256,0
254,0
253,0
252,0
252,0
250,0
248,0
251,0
253,0
257,0
257,0
259,0
260,0
262,0
264,0
266,0
270,0
272,0
273,0
276,0
276,0
276,0
275,0
279,0
279,0
282,0
281,0
282,0
282,0
282,0
283,0
284,0
285,0
284,0
284,0
284,0
284,0
284,0
284,0
281,0
279,0
276,0
273,0
271,0
269,0
269,0
268,0
267,0
267,0
268,0
268,0
268,0
266,0
269,0
266,0
266,0
266,0
266,0
266,0
266,0
264,0
266,0
267,0
266,0
264,0
266,0
265,0
263,0
262,0
263,0
263,0
261,0
263,0
266,0
269,0
269,0
273,0
277,0
278,0
282,0
286,0
291,0
292,0
294,0
295,0
298,0
301,0
304,0
306,0
305,0
306,0
305,0
305,0
303,0
307,0
309,0
309,0
308,0
306,0
306,0
303,0
302,0
299,0
300,0
300,0
297,0
296,0
295,0
295,0
293,0
291,0
291,0
289,0
288,0
288,0
288,0
288,0
291,0
294,0
295,0
294,0
293,0
289,0
284,0
281,0
277,0
274,0
271,0
266,0
265,0
264,0
261,0
262,0
258,0
256,0
257,0
259,0
259,0
261,0
263,0
266,0
266,0
266,0
270,0
272,0
275,0
277,0
279,0
282,0
286,0
286,0
285,0
288,0
288,0
288,0
291,0
289,0
291,0
289,0
291,0
289,0
291,0
291,0
291,0
291,0
288,0
288,0
288,0
289,0
288,0
288,0
289,0
289,0
288,0
286,0
288,0
286,0
287,0
286,0
285,0
284,0
283,0
282,0
282,0
284,0
285,0
286,0
285,0
283,0
284,0
283,0
282,0
282,0
283,0
283,0
285,0
284,0
287,0
289,0
289,0
289,0
289,0
292,0
292,0
292,0
291,0
291,0
289,0
291,0
295,0
297,0
299,0
302,0
305,0
306,0
309,0
309,0
309,0
312,0
314,0
315,0
316,0
316,0
320,0
320,0
319,0
319,0
316,0
315,0
316,0
314,0
314,0
314,0
314,0
314,0
316,0
313,0
314,0
315,0
313,0
314,0
315,0
316,0
316,0
316,0
316,0
318,0
320,0
319,0
319,0
319,0
318,0
319,0
318,0
320,0
320,0
320,0
317,0
320,0
320,0
319,0
316,0
316,0
313,0
310,0
307,0
306,0
305,0
305,0
305,0
303,0
304,0
302,0
304,0
302,0
301,0
302,0
301,0
297,0
296,0
296,0
296,0
296,0
298,0
297,0
296,0
296,0
294,0
293,0
291,0
293,0
293,0
291,0
292,0
291,0
291,0
291,0
291,0
291,0
291,0
291,0
292,0
293,0
292,0
291,0
291,0
289,0
291,0
294,0
294,0
295,0
294,0
293,0
294,0
296,0
297,0
297,0
298,0
298,0
300,0
304,0
305,0
305,0
305,0
308,0
308,0
306,0
303,0
302,0
302,0
302,0
302,0
302,0
304,0
304,0
306,0
308,0
309,0
310,0
312,0
313,0
315,0
312,0
312,0
311,0
308,0
310,0
309,0
309,0
309,0
309,0
309,0
309,0
309,0
309,0
307,0
306,0
307,0
307,0
308,0
308,0
308,0
306,0
305,0
305,0
303,0
303,0
301,0
301,0
302,0
303,0
306,0
308,0
305,0
305,0
305,0
305,0
304,0
304,0
302,0
301,0
305,0
307,0
306,0
306,0
310,0
311,0
311,0
311,0
312,0
308,0
308,0
309,0
308,0
308,0
308,0
309,0
307,0
307,0
307,0
306,0
309,0
308,0
307,0
309,0
309,0
309,0
309,0
309,0
309,0
310,0
309,0
306,0
307,0
308,0
306,0
305,0
304,0
306,0
305,0
305,0
306,0
309,0
309,0
309,0
308,0
310,0
306,0
307,0
309,0
312,0
313,0
316,0
317,0
320,0
325,0
325,0
327,0
325,0
327,0
327,0
329,0
329,0
327,0
325,0
324,0
312,0
297,0
284,0
273,0
262,0
254,0
246,0
238,0
227,0
220,0
210,0
203,0
195,0
187,0
180,0
173,0
168,0
164,0
159,0
155,0
151,0
148,0
145,0
139,0
137,0
135,0
133,0
130,0
127,0
129,0
130,0
130,0
132,0
135,0
134,0
134,0
135,0
139,0
139,0
138,0
138,0
138,0
137,0
137,0
138,0
136,0
134,0
130,0
129,0
127,0
126,0
124,0
123,0
121,0
121,0
119,0
119,0
115,0
114,0
115,0
117,0
115,0
117,0
115,0
115,0
115,0
114,0
112,0
114,0
110,0
112,0
111,0
111,0
112,0
112,0
114,0
111,0
110,0
111,0
111,0
112,0
109,0
109,0
108,0
105,0
102,0
100,0
102,0
102,0
102,0
102,0
99,0
98,0
98,0
100,0
101,0
100,0
99,0
98,0
98,0
98,0
97,0
97,0
98,0
97,0
97,0
98,0
100,0
101,0
102,0
102,0
103,0
105,0
103,0
103,0
103,0
102,0
103,0
102,0
104,0
105,0
105,0
105,0
104,0
104,0
104,0
102,0
102,0
103,0
106,0
110,0
111,0
112,0
115,0
115,0
115,0
117,0
120,0
122,0
120,0
119,0
119,0
118,0
115,0
115,0
114,0
112,0
110,0
111,0
109,0
110,0
112,0
111,0
112,0
111,0
110,0
108,0
105,0
107,0
106,0
106,0
106,0
105,0
106,0
105,0
106,0
105,0
104,0
103,0
102,0
102,0
103,0
103,0
102,0
101,0
100,0
100,0
99,0
99,0
102,0
107,0
112,0
115,0
115,0
114,0
112,0
112,0
111,0
109,0
109,0
107,0
106,0
107,0
108,0
107,0
108,0
105,0
105,0
107,0
107,0
107,0
108,0
105,0
106,0
106,0
107,0
108,0
107,0
107,0
108,0
109,0
108,0
109,0
109,0
111,0
111,0
112,0
112,0
112,0
115,0
117,0
115,0
115,0
115,0
115,0
112,0
112,0
112,0
112,0
114,0
112,0
112,0
112,0
109,0
109,0
110,0
108,0
109,0
111,0
115,0
122,0
130,0
132,0
132,0
136,0
136,0
136,0
132,0
130,0
127,0
123,0
122,0
119,0
115,0
114,0
112,0
111,0
111,0
112,0
111,0
109,0
111,0
111,0
112,0
110,0
111,0
110,0
108,0
110,0
112,0
112,0
112,0
109,0
109,0
109,0
107,0
106,0
105,0
105,0
102,0
105,0
105,0
102,0
103,0
103,0
102,0
104,0
102,0
103,0
102,0
103,0
105,0
103,0
102,0
102,0
101,0
101,0
102,0
102,0
103,0
110,0
115,0
115,0
114,0
115,0
112,0
110,0
109,0
110,0
108,0
107,0
107,0
107,0
107,0
107,0
106,0
106,0
107,0
108,0
109,0
109,0
109,0
109,0
109,0
109,0
109,0
111,0
110,0
109,0
111,0
109,0
109,0
110,0
110,0
110,0
109,0
109,0
105,0
105,0
104,0
103,0
102,0
101,0
100,0
99,0
99,0
100,0
100,0
102,0
106,0
108,0
112,0
114,0
114,0
115,0
117,0
115,0
117,0
119,0
127,0
134,0
141,0
139,0
138,0
137,0
136,0
137,0
136,0
136,0
134,0
131,0
129,0
129,0
128,0
127,0
127,0
126,0
127,0
127,0
126,0
123,0
120,0
120,0
117,0
117,0
115,0
115,0
115,0
115,0
117,0
115,0
112,0
112,0
112,0
112,0
112,0
109,0
108,0
105,0
104,0
103,0
102,0
105,0
104,0
106,0
105,0
106,0
107,0
105,0
107,0
107,0
108,0
107,0
108,0
105,0
105,0
106,0
105,0
105,0
107,0
105,0
105,0
105,0
102,0
102,0
99,0
98,0
97,0
95,0
94,0
95,0
97,0
98,0
98,0
98,0
97,0
98,0
98,0
98,0
100,0
101,0
101,0
99,0
99,0
98,0
98,0
100,0
97,0
98,0
97,0
98,0
100,0
98,0
99,0
100,0
101,0
102,0
101,0
102,0
102,0
102,0
101,0
99,0
99,0
102,0
104,0
110,0
110,0
112,0
112,0
114,0
117,0
119,0
121,0
120,0
118,0
117,0
120,0
117,0
120,0
119,0
117,0
115,0
115,0
115,0
115,0
115,0
114,0
112,0
112,0
111,0
109,0
106,0
105,0
102,0
102,0
102,0
104,0
103,0
103,0
102,0
102,0
102,0
99,0
98,0
99,0
97,0
95,0
95,0
95,0
95,0
92,0
92,0
92,0
90,0
90,0
91,0
92,0
92,0
97,0
97,0
100,0
102,0
102,0
101,0
101,0
102,0
104,0
108,0
109,0
107,0
107,0
107,0
108,0
107,0
107,0
105,0
102,0
102,0
99,0
102,0
104,0
106,0
104,0
105,0
105,0
104,0
103,0
102,0
102,0
102,0
101,0
101,0
102,0
102,0
102,0
101,0
100,0
100,0
99,0
100,0
100,0
100,0
99,0
101,0
104,0
104,0
105,0
106,0
106,0
107,0
107,0
109,0
109,0
111,0
112,0
112,0
114,0
112,0
110,0
109,0
105,0
102,0
101,0
101,0
99,0
97,0
95,0
95,0
98,0
97,0
98,0
100,0
102,0
103,0
100,0
99,0
97,0
95,0
95,0
95,0
94,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
97,0
95,0
95,0
92,0
92,0
94,0
95,0
92,0
92,0
91,0
94,0
95,0
92,0
92,0
97,0
95,0
92,0
97,0
95,0
95,0
95,0
97,0
95,0
94,0
94,0
94,0
94,0
92,0
90,0
90,0
91,0
90,0
92,0
95,0
94,0
92,0
92,0
94,0
92,0
92,0
92,0
91,0
90,0
91,0
92,0
92,0
92,0
92,0
94,0
94,0
94,0
92,0
91,0
92,0
98,0
98,0
100,0
103,0
105,0
105,0
106,0
106,0
105,0
105,0
105,0
104,0
103,0
102,0
102,0
102,0
101,0
100,0
99,0
101,0
99,0
100,0
98,0
98,0
99,0
102,0
101,0
101,0
100,0
98,0
98,0
98,0
99,0
98,0
95,0
97,0
95,0
97,0
95,0
94,0
92,0
92,0
95,0
94,0
95,0
94,0
95,0
95,0
95,0
94,0
94,0
92,0
92,0
91,0
91,0
92,0
91,0
94,0
95,0
95,0
95,0
94,0
95,0
92,0
94,0
95,0
94,0
92,0
92,0
92,0
91,0
89,0
90,0
88,0
91,0
92,0
91,0
90,0
91,0
92,0
92,0
94,0
92,0
94,0
95,0
95,0
92,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
98,0
101,0
103,0
105,0
108,0
110,0
112,0
109,0
109,0
109,0
109,0
106,0
108,0
106,0
105,0
105,0
108,0
106,0
106,0
105,0
105,0
105,0
103,0
105,0
106,0
105,0
104,0
103,0
104,0
105,0
105,0
105,0
107,0
105,0
105,0
106,0
105,0
105,0
105,0
104,0
102,0
102,0
102,0
102,0
101,0
99,0
99,0
98,0
98,0
97,0
95,0
95,0
105,0
117,0
126,0
138,0
143,0
152,0
162,0
170,0
177,0
185,0
191,0
196,0
204,0
208,0
214,0
225,0
227,0
230,0
234,0
239,0
240,0
244,0
248,0
248,0
252,0
253,0
257,0
262,0
261,0
262,0
265,0
266,0
270,0
273,0
276,0
277,0
277,0
278,0
279,0
279,0
279,0
279,0
283,0
286,0
285,0
286,0
288,0
286,0
284,0
284,0
284,0
282,0
281,0
279,0
282,0
281,0
282,0
281,0
279,0
279,0
281,0
279,0
283,0
284,0
284,0
285,0
286,0
291,0
295,0
297,0
299,0
304,0
306,0
308,0
309,0
313,0
316,0
317,0
317,0
316,0
313,0
312,0
312,0
312,0
311,0
311,0
307,0
305,0
304,0
303,0
303,0
303,0
301,0
300,0
299,0
299,0
298,0
295,0
296,0
295,0
295,0
294,0
294,0
293,0
293,0
294,0
293,0
292,0
291,0
291,0
291,0
292,0
294,0
295,0
294,0
293,0
293,0
292,0
293,0
294,0
296,0
295,0
294,0
291,0
291,0
291,0
291,0
291,0
291,0
292,0
292,0
293,0
292,0
295,0
294,0
293,0
291,0
292,0
291,0
289,0
289,0
291,0
291,0
293,0
292,0
292,0
291,0
289,0
291,0
288,0
288,0
289,0
289,0
292,0
293,0
294,0
294,0
293,0
295,0
294,0
294,0
292,0
291,0
291,0
292,0
291,0
289,0
293,0
293,0
291,0
293,0
293,0
293,0
289,0
288,0
287,0
288,0
291,0
291,0
291,0
291,0
291,0
291,0
293,0
294,0
296,0
301,0
302,0
305,0
306,0
307,0
309,0
309,0
311,0
309,0
309,0
308,0
305,0
302,0
303,0
302,0
302,0
302,0
303,0
304,0
301,0
299,0
298,0
297,0
296,0
300,0
300,0
299,0
298,0
298,0
297,0
297,0
295,0
296,0
295,0
296,0
295,0
295,0
297,0
297,0
296,0
298,0
298,0
298,0
298,0
298,0
297,0
298,0
298,0
298,0
298,0
297,0
297,0
295,0
295,0
295,0
297,0
295,0
295,0
295,0
294,0
295,0
294,0
295,0
295,0
296,0
297,0
297,0
298,0
295,0
295,0
295,0
295,0
293,0
293,0
291,0
291,0
288,0
286,0
284,0
287,0
287,0
286,0
285,0
287,0
285,0
282,0
284,0
285,0
284,0
286,0
285,0
284,0
283,0
284,0
284,0
284,0
283,0
282,0
284,0
284,0
284,0
283,0
284,0
288,0
292,0
293,0
296,0
295,0
301,0
303,0
305,0
306,0
306,0
306,0
305,0
305,0
304,0
303,0
302,0
302,0
302,0
300,0
301,0
304,0
303,0
303,0
304,0
302,0
302,0
302,0
300,0
300,0
298,0
296,0
298,0
298,0
299,0
302,0
304,0
302,0
302,0
300,0
300,0
299,0
298,0
298,0
298,0
297,0
298,0
299,0
299,0
298,0
298,0
299,0
300,0
298,0
297,0
297,0
296,0
295,0
295,0
295,0
295,0
293,0
292,0
292,0
294,0
293,0
294,0
296,0
297,0
295,0
294,0
293,0
292,0
289,0
288,0
288,0
287,0
286,0
284,0
284,0
284,0
283,0
281,0
283,0
283,0
282,0
284,0
284,0
284,0
282,0
286,0
282,0
284,0
284,0
286,0
283,0
284,0
288,0
287,0
287,0
289,0
288,0
288,0
288,0
289,0
291,0
289,0
291,0
292,0
291,0
291,0
287,0
286,0
286,0
285,0
286,0
289,0
287,0
289,0
288,0
289,0
294,0
295,0
298,0
298,0
303,0
305,0
311,0
309,0
309,0
310,0
311,0
315,0
315,0
316,0
312,0
310,0
309,0
307,0
307,0
311,0
309,0
307,0
307,0
305,0
303,0
303,0
306,0
302,0
300,0
302,0
298,0
300,0
298,0
298,0
297,0
297,0
293,0
291,0
289,0
289,0
288,0
288,0
288,0
288,0
289,0
291,0
289,0
292,0
291,0
291,0
293,0
291,0
291,0
289,0
289,0
289,0
291,0
291,0
291,0
291,0
292,0
294,0
291,0
291,0
291,0
289,0
289,0
289,0
288,0
289,0
289,0
289,0
288,0
288,0
288,0
288,0
288,0
288,0
287,0
287,0
286,0
284,0
284,0
287,0
285,0
284,0
287,0
285,0
287,0
287,0
286,0
287,0
288,0
287,0
288,0
287,0
288,0
287,0
285,0
285,0
285,0
