value,label
288,0
288,0
291,0
291,0
293,0
297,0
298,0
298,0
300,0
299,0
298,0
298,0
297,0
295,0
295,0
295,0
294,0
293,0
292,0
291,0
291,0
291,0
291,0
291,0
291,0
292,0
292,0
295,0
295,0
297,0
297,0
296,0
296,0
294,0
293,0
292,0
294,0
292,0
292,0
293,0
291,0
291,0
291,0
291,0
289,0
291,0
291,0
291,0
291,0
293,0
292,0
291,0
292,0
291,0
289,0
288,0
284,0
288,0
288,0
286,0
283,0
281,0
278,0
277,0
274,0
273,0
273,0
271,0
270,0
269,0
268,0
269,0
266,0
266,0
265,0
263,0
259,0
259,0
258,0
254,0
253,0
253,0
252,0
252,0
250,0
248,0
245,0
245,0
243,0
241,0
242,0
241,0
239,0
238,0
238,0
238,0
238,0
243,0
247,0
248,0
257,0
260,0
262,0
267,0
270,0
273,0
273,0
275,0
273,0
272,0
269,0
266,0
266,0
262,0
260,0
259,0
256,0
254,0
252,0
252,0
250,0
248,0
237,0
230,0
219,0
211,0
204,0
196,0
191,0
185,0
179,0
172,0
167,0
162,0
159,0
155,0
151,0
148,0
144,0
141,0
137,0
135,0
134,0
131,0
128,0
127,0
123,0
122,0
120,0
115,0
114,0
112,0
114,0
118,0
123,0
127,0
130,0
133,0
134,0
134,0
135,0
136,0
138,0
139,0
141,0
139,0
136,0
134,0
130,0
129,0
127,0
124,0
123,0
122,0
119,0
120,0
118,0
115,0
115,0
112,0
112,0
111,0
109,0
109,0
105,0
104,0
102,0
102,0
102,0
100,0
98,0
97,0
95,0
95,0
95,0
95,0
92,0
95,0
95,0
98,0
99,0
102,0
104,0
105,0
107,0
109,0
110,0
112,0
119,0
120,0
121,0
120,0
120,0
118,0
115,0
112,0
109,0
108,0
106,0
108,0
107,0
109,0
106,0
105,0
107,0
107,0
105,0
105,0
105,0
103,0
102,0
101,0
102,0
102,0
99,0
98,0
99,0
98,0
97,0
97,0
98,0
98,0
98,0
97,0
97,0
99,0
100,0
100,0
100,0
101,0
101,0
101,0
99,0
98,0
98,0
100,0
102,0
101,0
100,0
98,0
97,0
98,0
95,0
94,0
92,0
94,0
94,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
94,0
94,0
94,0
95,0
97,0
95,0
95,0
95,0
95,0
95,0
95,0
94,0
92,0
92,0
92,0
92,0
92,0
95,0
97,0
95,0
98,0
98,0
98,0
99,0
99,0
98,0
101,0
105,0
110,0
109,0
109,0
108,0
109,0
106,0
104,0
104,0
102,0
102,0
102,0
100,0
104,0
104,0
105,0
106,0
106,0
107,0
112,0
112,0
114,0
112,0
115,0
118,0
120,0
121,0
121,0
120,0
118,0
115,0
114,0
112,0
112,0
111,0
108,0
105,0
103,0
102,0
101,0
100,0
99,0
98,0
98,0
98,0
98,0
98,0
95,0
95,0
95,0
92,0
92,0
91,0
92,0
92,0
91,0
91,0
91,0
90,0
92,0
95,0
101,0
98,0
98,0
95,0
95,0
95,0
95,0
94,0
92,0
92,0
95,0
95,0
97,0
99,0
100,0
98,0
97,0
98,0
97,0
95,0
95,0
95,0
95,0
97,0
97,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
98,0
98,0
98,0
98,0
95,0
95,0
94,0
92,0
92,0
92,0
92,0
94,0
95,0
95,0
95,0
95,0
97,0
95,0
94,0
95,0
95,0
95,0
95,0
95,0
94,0
95,0
102,0
109,0
117,0
117,0
115,0
118,0
115,0
118,0
118,0
117,0
115,0
112,0
112,0
111,0
109,0
108,0
106,0
106,0
105,0
103,0
102,0
101,0
98,0
99,0
98,0
98,0
95,0
98,0
98,0
97,0
99,0
100,0
98,0
98,0
97,0
95,0
94,0
92,0
91,0
92,0
91,0
92,0
92,0
92,0
91,0
90,0
90,0
91,0
91,0
89,0
91,0
94,0
92,0
92,0
92,0
92,0
92,0
91,0
91,0
90,0
95,0
101,0
107,0
107,0
107,0
109,0
109,0
106,0
107,0
106,0
105,0
106,0
105,0
105,0
105,0
106,0
105,0
105,0
105,0
103,0
103,0
105,0
102,0
100,0
99,0
97,0
95,0
95,0
95,0
92,0
95,0
97,0
97,0
95,0
92,0
92,0
91,0
90,0
92,0
91,0
91,0
91,0
91,0
92,0
94,0
94,0
92,0
94,0
95,0
97,0
98,0
101,0
100,0
102,0
105,0
109,0
109,0
109,0
108,0
106,0
105,0
103,0
102,0
103,0
102,0
99,0
97,0
95,0
95,0
97,0
95,0
95,0
95,0
95,0
94,0
92,0
94,0
94,0
95,0
97,0
98,0
97,0
97,0
98,0
97,0
95,0
95,0
92,0
94,0
94,0
95,0
95,0
94,0
94,0
94,0
95,0
95,0
95,0
94,0
95,0
95,0
91,0
92,0
95,0
92,0
92,0
92,0
94,0
94,0
94,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
90,0
91,0
92,0
94,0
94,0
94,0
95,0
95,0
92,0
91,0
90,0
91,0
91,0
89,0
89,0
90,0
90,0
91,0
91,0
91,0
89,0
91,0
90,0
90,0
89,0
88,0
90,0
91,0
91,0
94,0
92,0
92,0
94,0
95,0
95,0
95,0
94,0
91,0
91,0
91,0
91,0
95,0
95,0
95,0
98,0
97,0
94,0
95,0
95,0
95,0
97,0
95,0
97,0
97,0
97,0
98,0
98,0
97,0
98,0
97,0
95,0
92,0
94,0
92,0
94,0
95,0
99,0
101,0
102,0
105,0
108,0
109,0
109,0
111,0
112,0
115,0
112,0
112,0
112,0
114,0
112,0
110,0
109,0
107,0
105,0
104,0
102,0
100,0
98,0
99,0
100,0
102,0
101,0
99,0
98,0
98,0
95,0
95,0
97,0
98,0
99,0
102,0
98,0
99,0
100,0
101,0
102,0
100,0
101,0
100,0
99,0
100,0
102,0
102,0
101,0
100,0
98,0
100,0
100,0
101,0
99,0
100,0
99,0
102,0
102,0
101,0
101,0
101,0
102,0
100,0
100,0
101,0
102,0
103,0
101,0
99,0
98,0
101,0
102,0
102,0
102,0
101,0
101,0
100,0
102,0
103,0
100,0
99,0
98,0
99,0
100,0
100,0
100,0
98,0
99,0
99,0
100,0
100,0
99,0
99,0
102,0
105,0
106,0
108,0
110,0
112,0
111,0
112,0
114,0
115,0
115,0
115,0
112,0
112,0
110,0
111,0
110,0
107,0
104,0
102,0
102,0
105,0
104,0
104,0
103,0
104,0
104,0
103,0
105,0
103,0
102,0
103,0
102,0
100,0
100,0
98,0
99,0
98,0
98,0
97,0
95,0
95,0
99,0
101,0
100,0
99,0
98,0
98,0
99,0
100,0
99,0
98,0
97,0
98,0
98,0
95,0
95,0
94,0
92,0
92,0
92,0
91,0
91,0
92,0
91,0
91,0
92,0
91,0
94,0
94,0
95,0
94,0
92,0
92,0
95,0
95,0
97,0
95,0
95,0
94,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
94,0
95,0
95,0
91,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
95,0
97,0
95,0
99,0
99,0
102,0
102,0
105,0
105,0
106,0
109,0
109,0
107,0
105,0
104,0
105,0
105,0
102,0
99,0
98,0
98,0
97,0
97,0
98,0
98,0
97,0
95,0
95,0
95,0
95,0
94,0
94,0
92,0
92,0
91,0
91,0
91,0
90,0
90,0
91,0
92,0
92,0
92,0
92,0
92,0
91,0
94,0
95,0
95,0
101,0
99,0
100,0
98,0
98,0
95,0
98,0
97,0
95,0
95,0
94,0
92,0
92,0
91,0
92,0
92,0
92,0
91,0
91,0
92,0
91,0
92,0
92,0
91,0
91,0
94,0
107,0
119,0
130,0
139,0
148,0
155,0
162,0
168,0
176,0
183,0
188,0
195,0
201,0
205,0
212,0
216,0
220,0
223,0
227,0
228,0
231,0
233,0
237,0
241,0
246,0
248,0
252,0
254,0
256,0
259,0
262,0
268,0
270,0
274,0
278,0
281,0
283,0
283,0
282,0
279,0
281,0
281,0
281,0
284,0
284,0
284,0
283,0
282,0
284,0
284,0
286,0
285,0
284,0
283,0
284,0
284,0
284,0
284,0
283,0
282,0
282,0
279,0
279,0
282,0
283,0
281,0
279,0
279,0
279,0
277,0
278,0
279,0
278,0
279,0
279,0
279,0
279,0
279,0
277,0
279,0
278,0
277,0
277,0
276,0
276,0
276,0
275,0
275,0
276,0
277,0
279,0
277,0
281,0
279,0
281,0
279,0
277,0
277,0
277,0
278,0
278,0
279,0
279,0
279,0
279,0
279,0
278,0
277,0
278,0
279,0
279,0
277,0
277,0
279,0
279,0
281,0
279,0
279,0
279,0
284,0
286,0
285,0
284,0
284,0
284,0
283,0
284,0
284,0
284,0
286,0
286,0
286,0
287,0
286,0
284,0
284,0
287,0
289,0
295,0
297,0
299,0
299,0
300,0
301,0
301,0
302,0
301,0
298,0
295,0
295,0
295,0
293,0
291,0
291,0
293,0
295,0
296,0
295,0
295,0
296,0
294,0
294,0
292,0
291,0
291,0
289,0
288,0
289,0
289,0
289,0
288,0
288,0
287,0
284,0
285,0
285,0
287,0
288,0
289,0
289,0
289,0
289,0
291,0
295,0
294,0
293,0
293,0
292,0
293,0
294,0
295,0
293,0
292,0
291,0
292,0
292,0
293,0
294,0
291,0
292,0
291,0
291,0
289,0
288,0
288,0
288,0
289,0
289,0
289,0
289,0
291,0
291,0
291,0
291,0
289,0
291,0
292,0
294,0
294,0
295,0
296,0
296,0
297,0
295,0
297,0
295,0
298,0
298,0
297,0
298,0
296,0
295,0
294,0
291,0
292,0
292,0
292,0
291,0
288,0
289,0
293,0
296,0
298,0
298,0
301,0
303,0
307,0
309,0
309,0
312,0
311,0
310,0
311,0
310,0
309,0
306,0
307,0
306,0
305,0
292,0
282,0
272,0
263,0
250,0
241,0
231,1
223,1
216,1
208,1
201,1
195,1
191,1
185,1
181,1
178,1
173,1
168,1
177,1
183,1
188,1
194,1
201,1
206,1
210,1
216,1
220,1
224,1
230,1
233,1
235,0
238,0
241,0
242,0
244,0
245,0
248,0
252,0
254,0
256,0
259,0
259,0
262,0
262,0
264,0
266,0
267,0
269,0
268,0
267,0
268,0
267,0
267,0
268,0
270,0
270,0
270,0
270,0
271,0
270,0
273,0
274,0
273,0
273,0
273,0
273,0
272,0
273,0
274,0
274,0
275,0
275,0
275,0
275,0
274,0
274,0
275,0
276,0
274,0
277,0
277,0
275,0
273,0
274,0
273,0
273,0
274,0
275,0
274,0
272,0
273,0
276,0
278,0
282,0
285,0
286,0
288,0
289,0
291,0
292,0
295,0
295,0
295,0
294,0
293,0
294,0
295,0
294,0
292,0
291,0
291,0
289,0
289,0
292,0
291,0
289,0
288,0
288,0
287,0
285,0
285,0
283,0
284,0
286,0
288,0
287,0
287,0
287,0
287,0
287,0
284,0
283,0
284,0
283,0
284,0
284,0
284,0
284,0
284,0
286,0
285,0
284,0
283,0
284,0
283,0
283,0
281,0
281,0
282,0
281,0
279,0
277,0
277,0
274,0
275,0
275,0
273,0
275,0
274,0
273,0
276,0
275,0
274,0
277,0
274,0
274,0
274,0
272,0
273,0
273,0
270,0
270,0
270,0
269,0
270,0
269,0
270,0
271,0
273,0
273,0
275,0
275,0
274,0
272,0
272,0
273,0
273,0
273,0
274,0
273,0
273,0
272,0
271,0
271,0
272,0
273,0
273,0
272,0
270,0
271,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
277,0
278,0
279,0
279,0
282,0
283,0
285,0
288,0
289,0
289,0
289,0
291,0
289,0
289,0
288,0
289,0
288,0
289,0
288,0
288,0
287,0
287,0
287,0
286,0
286,0
286,0
284,0
283,0
284,0
283,0
282,0
283,0
283,0
283,0
279,0
277,0
277,0
277,0
276,0
276,0
275,0
275,0
275,0
273,0
273,0
273,0
273,0
276,0
277,0
277,0
277,0
277,0
278,0
279,0
278,0
277,0
286,0
286,0
284,0
285,0
284,0
284,0
284,0
282,0
281,0
278,0
279,0
282,0
279,0
279,0
279,0
281,0
282,0
281,0
283,0
283,0
282,0
283,0
283,0
284,0
283,0
283,0
283,0
282,0
282,0
281,0
281,0
281,0
281,0
279,0
282,0
283,0
287,0
288,0
292,0
294,0
294,0
293,0
295,0
295,0
298,0
298,0
295,0
294,0
292,0
293,0
291,0
293,0
292,0
291,0
289,0
288,0
286,0
284,0
282,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
278,0
277,0
277,0
277,0
277,0
277,0
276,0
275,0
274,0
273,0
273,0
272,0
272,0
273,0
272,0
275,0
273,0
276,0
279,0
278,0
279,0
277,0
278,0
276,0
276,0
277,0
277,0
279,0
279,0
279,0
279,0
281,0
279,0
279,0
278,0
279,0
277,0
277,0
277,0
275,0
277,0
277,0
277,0
266,0
256,0
246,0
238,0
229,0
220,0
213,0
205,0
196,0
187,0
179,0
172,0
166,0
159,0
155,0
151,0
148,0
143,0
141,0
139,0
137,0
138,0
138,0
139,0
139,0
136,0
135,0
131,0
133,0
132,0
137,0
135,0
135,0
136,0
136,0
138,0
141,0
139,0
138,0
141,0
141,0
142,0
141,0
145,0
143,0
139,0
136,0
134,0
131,0
127,0
125,0
129,0
125,0
122,0
123,0
119,0
115,0
112,0
111,0
108,0
104,0
101,0
98,0
97,0
94,0
94,0
95,0
94,0
94,0
91,0
92,0
92,0
91,0
91,0
91,0
91,0
91,0
90,0
90,0
88,0
88,0
88,0
87,0
85,0
87,0
87,0
85,0
84,0
86,0
85,0
85,0
86,0
86,0
84,0
88,0
86,0
84,0
84,0
83,0
83,0
83,0
83,0
82,0
84,0
84,0
82,0
84,0
83,0
82,0
81,0
83,0
83,0
81,0
80,0
81,0
83,0
83,0
88,0
91,0
91,0
94,0
95,0
94,0
92,0
91,0
90,0
88,0
88,0
88,0
85,0
84,0
82,0
80,0
82,0
84,0
83,0
82,0
81,0
80,0
80,0
78,0
79,0
80,0
80,0
81,0
84,0
84,0
84,0
85,0
86,0
88,0
87,0
88,0
88,0
87,0
86,0
85,0
86,0
87,0
89,0
90,0
91,0
91,0
90,0
91,0
90,0
89,0
90,0
88,0
87,0
88,0
87,0
87,0
86,0
86,0
88,0
88,0
88,0
91,0
95,0
102,0
102,0
102,0
101,0
100,0
98,0
98,0
97,0
95,0
94,0
95,0
92,0
91,0
91,0
90,0
89,0
87,0
86,0
87,0
88,0
89,0
88,0
88,0
86,0
86,0
86,0
84,0
84,0
83,0
82,0
82,0
83,0
83,0
82,0
81,0
82,0
83,0
88,0
90,0
91,0
92,0
95,0
100,0
100,0
103,0
105,0
108,0
107,0
105,0
102,0
101,0
97,0
95,0
92,0
91,0
91,0
91,0
90,0
92,0
98,0
103,0
101,0
100,0
99,0
98,0
98,0
95,0
92,0
91,0
91,0
91,0
91,0
91,0
91,0
89,0
89,0
91,0
89,0
90,0
88,0
88,0
88,0
89,0
91,0
91,0
92,0
90,0
89,0
90,0
89,0
89,0
88,0
86,0
85,0
84,0
84,0
84,0
84,0
84,0
85,0
85,0
86,0
84,0
84,0
83,0
81,0
81,0
81,0
80,0
79,0
79,0
79,0
80,0
80,0
80,0
80,0
80,0
80,0
85,0
89,0
92,0
91,0
91,0
92,0
94,0
95,0
95,0
97,0
98,0
98,0
99,0
98,0
98,0
97,0
95,0
94,0
92,0
92,0
92,0
94,0
95,0
100,0
101,0
104,0
105,0
106,0
108,0
108,0
112,0
111,0
109,0
107,0
104,0
102,0
99,0
99,0
98,0
98,0
95,0
95,0
92,0
92,0
92,0
92,0
91,0
91,0
91,0
91,0
88,0
88,0
88,0
87,0
88,0
87,0
85,0
86,0
85,0
86,0
90,0
95,0
102,0
102,0
102,0
101,0
101,0
98,0
95,0
95,0
94,0
92,0
92,0
92,0
94,0
92,0
91,0
90,0
88,0
87,0
87,0
87,0
87,0
85,0
84,0
84,0
84,0
85,0
85,0
85,0
87,0
86,0
85,0
84,0
84,0
84,0
84,0
83,0
82,0
82,0
81,0
82,0
83,0
84,0
87,0
85,0
87,0
88,0
88,0
90,0
88,0
88,0
87,0
87,0
85,0
84,0
82,0
80,0
80,0
81,0
81,0
81,0
82,0
80,0
80,0
81,0
81,0
81,0
80,0
81,0
84,0
87,0
90,0
90,0
94,0
95,0
95,0
97,0
99,0
101,0
101,0
102,0
104,0
106,0
105,0
104,0
105,0
105,0
102,0
99,0
99,0
97,0
95,0
95,0
94,0
91,0
89,0
89,0
89,0
88,0
88,0
88,0
88,0
85,0
84,0
84,0
84,0
83,0
83,0
81,0
82,0
82,0
84,0
84,0
85,0
85,0
85,0
84,0
85,0
85,0
86,0
85,0
85,0
85,0
84,0
83,0
83,0
84,0
83,0
83,0
83,0
84,0
85,0
86,0
86,0
88,0
87,0
87,0
88,0
90,0
91,0
91,0
90,0
91,0
90,0
89,0
90,0
88,0
88,0
87,0
87,0
88,0
87,0
86,0
84,0
84,0
83,0
82,0
81,0
80,0
79,0
79,0
79,0
79,0
80,0
80,0
81,0
80,0
79,0
77,0
79,0
78,0
80,0
80,0
80,0
79,0
79,0
80,0
80,0
79,0
79,0
80,0
79,0
79,0
80,0
82,0
84,0
88,0
88,0
90,0
92,0
95,0
95,0
98,0
102,0
102,0
104,0
102,0
101,0
101,0
100,0
100,0
98,0
99,0
99,0
99,0
99,0
98,0
98,0
95,0
97,0
97,0
97,0
98,0
99,0
99,0
98,0
98,0
99,0
99,0
98,0
97,0
97,0
95,0
95,0
92,0
92,0
92,0
91,0
92,0
91,0
94,0
94,0
94,0
95,0
95,0
92,0
92,0
91,0
90,0
91,0
91,0
89,0
91,0
91,0
91,0
90,0
91,0
92,0
94,0
95,0
94,0
92,0
92,0
92,0
92,0
91,0
90,0
90,0
87,0
86,0
88,0
85,0
85,0
85,0
84,0
82,0
81,0
83,0
84,0
85,0
87,0
88,0
89,0
92,0
91,0
91,0
92,0
95,0
95,0
95,0
97,0
102,0
103,0
104,0
105,0
105,0
106,0
109,0
110,0
112,0
112,0
114,0
119,0
120,0
122,0
123,0
125,0
128,0
131,0
130,0
129,0
130,0
128,0
125,0
122,0
120,0
121,0
118,0
115,0
112,0
110,0
110,0
109,0
106,0
107,0
107,0
109,0
109,0
107,0
105,0
106,0
105,0
104,0
105,0
104,0
104,0
103,0
102,0
101,0
103,0
102,0
104,0
105,0
105,0
105,0
107,0
106,0
107,0
107,0
108,0
105,0
106,0
108,0
107,0
108,0
108,0
109,0
110,0
112,0
112,0
112,0
112,0
112,0
112,0
112,0
112,0
112,0
114,0
111,0
110,0
112,0
109,0
107,0
107,0
106,0
107,0
107,0
109,0
108,0
109,0
110,0
111,0
112,0
114,0
112,0
112,0
112,0
114,0
112,0
112,0
109,0
109,0
109,0
109,0
110,0
109,0
107,0
110,0
112,0
112,0
112,0
114,0
115,0
114,0
114,0
112,0
111,0
111,0
109,0
108,0
106,0
107,0
107,0
107,0
107,0
106,0
104,0
105,0
103,0
102,0
102,0
103,0
105,0
109,0
112,0
111,0
115,0
118,0
120,0
121,0
123,0
121,0
121,0
120,0
120,0
118,0
115,0
112,0
112,0
110,0
110,0
108,0
106,0
107,0
106,0
105,0
103,0
102,0
102,0
103,0
102,0
99,0
99,0
101,0
102,0
102,0
103,0
106,0
106,0
106,0
115,0
127,0
141,0
154,0
162,0
172,0
182,0
190,0
196,0
202,0
208,0
214,0
220,0
225,0
231,0
235,0
238,0
244,0
244,0
248,0
253,0
259,0
266,0
266,0
263,0
266,0
266,0
268,0
266,0
269,0
271,0
270,0
270,0
270,0
269,0
267,0
266,0
264,0
262,0
261,0
259,0
260,0
260,0
261,0
262,0
260,0
259,0
259,0
254,0
254,0
254,0
254,0
252,0
252,0
253,0
254,0
256,0
254,0
259,0
259,0
260,0
259,0
257,0
262,0
265,0
265,0
263,0
263,0
264,0
266,0
266,0
266,0
266,0
262,0
260,0
259,0
259,0
254,0
253,0
252,0
248,0
250,0
248,0
248,0
247,0
248,0
247,0
248,0
248,0
247,0
247,0
248,0
250,0
250,0
248,0
246,0
247,0
248,0
250,0
248,0
248,0
248,0
248,0
247,0
248,0
248,0
248,0
248,0
245,0
245,0
246,0
248,0
248,0
247,0
245,0
245,0
245,0
243,0
243,0
243,0
242,0
242,0
242,0
245,0
245,0
246,0
246,0
247,0
245,0
244,0
250,0
254,0
254,0
260,0
262,0
263,0
265,0
267,0
270,0
270,0
273,0
276,0
276,0
277,0
278,0
278,0
279,0
282,0
284,0
284,0
284,0
285,0
288,0
288,0
285,0
283,0
284,0
279,0
277,0
277,0
276,0
275,0
273,0
273,0
278,0
277,0
278,0
278,0
279,0
279,0
279,0
281,0
282,0
286,0
284,0
286,0
287,0
286,0
288,0
286,0
288,0
288,0
288,0
288,0
287,0
285,0
284,0
282,0
279,0
277,0
276,0
274,0
276,0
275,0
283,0
281,0
283,0
282,0
283,0
284,0
285,0
286,0
289,0
291,0
289,0
291,0
289,0
289,0
289,0
289,0
291,0
294,0
293,0
291,0
293,0
291,0
292,0
291,0
291,0
291,0
289,0
291,0
291,0
291,0
292,0
291,0
291,0
291,0
289,0
289,0
289,0
289,0
289,0
289,0
289,0
292,0
291,0
292,0
288,0
286,0
284,0
279,0
279,0
276,0
272,0
271,0
270,0
270,0
270,0
271,0
268,0
265,0
263,0
262,0
261,0
259,0
258,0
259,0
262,0
264,0
264,0
265,0
266,0
268,0
270,0
271,0
275,0
278,0
281,0
282,0
283,0
284,0
284,0
285,0
286,0
288,0
289,0
292,0
292,0
294,0
291,0
294,0
293,0
291,0
294,0
295,0
297,0
297,0
298,0
298,0
302,0
305,0
307,0
309,0
312,0
313,0
315,0
319,0
320,0
323,0
327,0
325,0
325,0
325,0
322,0
325,0
325,0
320,0
320,0
318,0
317,0
316,0
313,0
310,0
309,0
308,0
305,0
304,0
305,0
305,0
306,0
301,0
297,0
296,0
295,0
294,0
294,0
292,0
289,0
291,0
289,0
291,0
288,0
291,0
291,0
294,0
294,0
293,0
297,0
295,0
298,0
295,0
295,0
295,0
294,0
294,0
296,0
295,0
295,0
295,0
294,0
293,0
292,0
291,0
291,0
291,0
293,0
291,0
292,0
291,0
289,0
289,0
289,0
288,0
286,0
288,0
289,0
289,0
291,0
291,0
291,0
293,0
291,0
293,0
293,0
292,0
291,0
289,0
289,0
291,0
291,0
289,0
289,0
289,0
289,0
292,0
289,0
289,0
288,0
289,0
287,0
286,0
284,0
286,0
287,0
288,0
288,0
288,0
288,0
287,0
287,0
287,0
286,0
288,0
286,0
285,0
282,0
281,0
283,0
284,0
282,0
282,0
283,0
284,0
284,0
284,0
284,0
284,0
286,0
285,0
288,0
291,0
293,0
296,0
298,0
303,0
305,0
304,0
306,0
306,0
309,0
307,0
307,0
305,0
305,0
300,0
299,0
298,0
299,0
297,0
297,0
297,0
295,0
294,0
291,0
294,0
292,0
289,0
289,0
289,0
289,0
289,0
288,0
289,0
289,0
289,0
286,0
287,0
284,0
285,0
284,0
283,0
282,0
282,0
284,0
283,0
282,0
279,0
281,0
282,0
283,0
284,0
283,0
282,0
283,0
284,0
284,0
284,0
282,0
283,0
284,0
283,0
284,0
283,0
284,0
281,0
279,0
279,0
279,0
281,0
282,0
283,0
285,0
286,0
289,0
288,0
286,0
284,0
285,0
286,0
287,0
285,0
287,0
287,0
288,0
289,0
291,0
291,0
291,0
292,0
291,0
291,0
289,0
291,0
289,0
289,0
288,0
286,0
288,0
288,0
288,0
287,0
284,0
286,0
286,0
286,0
284,0
285,0
287,0
286,0
286,0
286,0
284,0
284,0
285,0
286,0
286,0
286,0
286,0
287,0
287,0
289,0
291,0
291,0
294,0
295,0
296,0
298,0
300,0
302,0
303,0
304,0
305,0
307,0
307,0
308,0
306,0
306,0
304,0
303,0
302,0
298,0
296,0
295,0
294,0
294,0
295,0
295,0
294,0
293,0
293,0
291,0
289,0
291,0
289,0
291,0
289,0
288,0
288,0
288,0
287,0
285,0
284,0
281,0
282,0
283,0
283,0
282,0
281,0
284,0
283,0
282,0
282,0
285,0
286,0
286,0
284,0
283,0
283,0
284,0
283,0
282,0
279,0
279,0
279,0
282,0
281,0
283,0
282,0
281,0
281,0
283,0
286,0
286,0
283,0
282,0
281,0
279,0
279,0
279,0
279,0
282,0
284,0
284,0
284,0
283,0
282,0
283,0
284,0
286,0
287,0
275,0
266,0
254,0
246,0
238,0
229,0
220,0
213,0
207,0
199,0
191,0
185,0
178,0
174,0
167,0
162,0
159,0
154,0
149,0
146,0
141,0
139,0
138,0
135,0
133,0
131,0
129,0
127,0
125,0
123,0
122,0
120,0
124,0
131,0
134,0
141,0
148,0
147,0
148,0
148,0
150,0
153,0
153,0
150,0
146,0
143,0
141,0
139,0
139,0
139,0
141,0
141,0
139,0
138,0
137,0
137,0
138,0
137,0
134,0
131,0
128,0
127,0
127,0
123,0
122,0
119,0
115,0
115,0
112,0
110,0
109,0
109,0
106,0
106,0
102,0
102,0
102,0
100,0
97,0
98,0
97,0
99,0
99,0
97,0
98,0
99,0
100,0
98,0
99,0
99,0
101,0
98,0
99,0
100,0
99,0
100,0
99,0
99,0
99,0
97,0
97,0
95,0
95,0
92,0
92,0
91,0
91,0
90,0
89,0
91,0
92,0
91,0
90,0
89,0
89,0
90,0
88,0
90,0
90,0
91,0
92,0
92,0
94,0
92,0
92,0
92,0
91,0
92,0
92,0
91,0
92,0
91,0
92,0
94,0
92,0
94,0
94,0
95,0
98,0
98,0
98,0
98,0
98,0
95,0
95,0
95,0
92,0
95,0
95,0
92,0
95,0
92,0
92,0
95,0
94,0
92,0
92,0
91,0
91,0
92,0
91,0
91,0
91,0
92,0
91,0
92,0
95,0
98,0
101,0
104,0
106,0
105,0
107,0
106,0
106,0
105,0
106,0
106,0
109,0
112,0
115,0
114,0
112,0
114,0
114,0
112,0
112,0
111,0
109,0
109,0
105,0
103,0
102,0
101,0
98,0
97,0
95,0
95,0
95,0
92,0
92,0
92,0
91,0
92,0
91,0
91,0
91,0
91,0
91,0
92,0
91,0
91,0
92,0
92,0
94,0
92,0
91,0
89,0
88,0
91,0
91,0
92,0
91,0
92,0
91,0
92,0
91,0
89,0
91,0
91,0
91,0
95,0
95,0
95,0
95,0
94,0
92,0
95,0
95,0
101,0
107,0
105,0
107,0
106,0
105,0
104,0
104,0
103,0
102,0
102,0
102,0
101,0
101,0
100,0
102,0
102,0
100,0
99,0
99,0
98,0
98,0
97,0
98,0
97,0
95,0
95,0
98,0
99,0
104,0
105,0
105,0
105,0
107,0
105,0
104,0
102,0
103,0
102,0
104,0
101,0
101,0
100,0
101,0
99,0
98,0
98,0
99,0
99,0
99,0
99,0
98,0
101,0
101,0
101,0
100,0
102,0
101,0
104,0
105,0
109,0
112,0
109,0
105,0
106,0
105,0
105,0
105,0
104,0
103,0
105,0
103,0
104,0
102,0
101,0
100,0
102,0
101,0
102,0
101,0
98,0
99,0
98,0
95,0
95,0
95,0
94,0
92,0
92,0
95,0
95,0
94,0
94,0
92,0
91,0
92,0
94,0
95,0
95,0
94,0
95,0
95,0
98,0
98,0
98,0
97,0
95,0
95,0
95,0
92,0
92,0
91,0
91,0
90,0
90,0
91,0
89,0
90,0
88,0
91,0
98,0
104,0
104,0
102,0
102,0
102,0
105,0
107,0
109,0
109,0
114,0
115,0
117,0
115,0
118,0
115,0
112,0
112,0
110,0
109,0
106,0
105,0
106,0
105,0
104,0
102,0
101,0
101,0
101,0
98,0
98,0
99,0
98,0
97,0
95,0
95,0
94,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
91,0
91,0
91,0
90,0
88,0
91,0
91,0
89,0
91,0
92,0
91,0
92,0
95,0
92,0
92,0
92,0
92,0
91,0
91,0
91,0
92,0
94,0
95,0
95,0
95,0
95,0
92,0
91,0
90,0
90,0
89,0
89,0
89,0
88,0
88,0
88,0
88,0
88,0
88,0
86,0
90,0
90,0
88,0
88,0
88,0
87,0
88,0
89,0
91,0
91,0
90,0
89,0
88,0
88,0
88,0
87,0
85,0
86,0
86,0
86,0
86,0
88,0
91,0
94,0
95,0
97,0
99,0
103,0
105,0
106,0
107,0
105,0
103,0
101,0
101,0
99,0
98,0
98,0
98,0
97,0
95,0
95,0
95,0
92,0
94,0
92,0
92,0
92,0
94,0
